inst#,actual,predicted,error,distribution,
7367,2:attack,2:attack,,0,*1
7368,2:attack,2:attack,,0,*1
7369,2:attack,2:attack,,0,*1
7370,2:attack,2:attack,,0,*1
7371,2:attack,2:attack,,0,*1
7372,2:attack,2:attack,,0,*1
7373,2:attack,2:attack,,0,*1
7374,2:attack,2:attack,,0,*1
7375,2:attack,2:attack,,0,*1
7376,2:attack,2:attack,,0,*1
7377,2:attack,2:attack,,0,*1
7378,2:attack,2:attack,,0,*1
7379,2:attack,2:attack,,0,*1
7380,2:attack,2:attack,,0,*1
7381,2:attack,2:attack,,0,*1
7382,2:attack,2:attack,,0,*1
7383,2:attack,2:attack,,0,*1
7384,2:attack,2:attack,,0,*1
7385,2:attack,2:attack,,0,*1
7386,2:attack,2:attack,,0,*1
7387,2:attack,2:attack,,0,*1
7388,2:attack,2:attack,,0,*1
7389,2:attack,2:attack,,0,*1
7390,2:attack,2:attack,,0,*1
7391,2:attack,2:attack,,0,*1
7392,2:attack,2:attack,,0,*1
7393,2:attack,2:attack,,0,*1
7394,2:attack,2:attack,,0,*1
7395,2:attack,2:attack,,0,*1
7396,2:attack,1:normal.,+,*0.982,0.018
7397,2:attack,2:attack,,0,*1
7398,2:attack,2:attack,,0,*1
7399,2:attack,2:attack,,0,*1
7400,2:attack,2:attack,,0,*1
7401,2:attack,2:attack,,0,*1
7402,2:attack,2:attack,,0,*1
7403,2:attack,2:attack,,0,*1
7404,2:attack,2:attack,,0,*1
7405,2:attack,2:attack,,0,*1
7406,2:attack,2:attack,,0,*1
7407,2:attack,2:attack,,0,*1
7408,2:attack,2:attack,,0,*1
7409,2:attack,2:attack,,0,*1
7410,2:attack,2:attack,,0,*1
7411,2:attack,2:attack,,0,*1
7412,2:attack,2:attack,,0,*1
7413,2:attack,2:attack,,0,*1
7414,2:attack,2:attack,,0,*1
7415,2:attack,2:attack,,0,*1
7416,2:attack,2:attack,,0,*1
7417,2:attack,2:attack,,0,*1
7418,2:attack,2:attack,,0,*1
7419,2:attack,2:attack,,0,*1
7420,2:attack,2:attack,,0,*1
7421,2:attack,2:attack,,0,*1
7422,2:attack,2:attack,,0,*1
7423,2:attack,2:attack,,0,*1
7424,2:attack,2:attack,,0,*1
7425,2:attack,2:attack,,0,*1
7426,2:attack,2:attack,,0,*1
7427,2:attack,2:attack,,0,*1
7428,2:attack,2:attack,,0,*1
7429,2:attack,2:attack,,0,*1
7430,2:attack,2:attack,,0,*1
7431,2:attack,2:attack,,0,*1
7432,2:attack,2:attack,,0,*1
7433,2:attack,2:attack,,0,*1
7434,2:attack,2:attack,,0,*1
7435,2:attack,2:attack,,0,*1
7436,2:attack,2:attack,,0.004,*0.996
7437,2:attack,2:attack,,0,*1
7438,2:attack,2:attack,,0,*1
7439,2:attack,2:attack,,0,*1
7440,2:attack,2:attack,,0,*1
7441,2:attack,2:attack,,0,*1
7442,2:attack,2:attack,,0,*1
7443,2:attack,2:attack,,0,*1
7444,2:attack,2:attack,,0,*1
7445,2:attack,2:attack,,0,*1
7446,2:attack,2:attack,,0,*1
7447,2:attack,2:attack,,0,*1
7448,2:attack,2:attack,,0,*1
7449,2:attack,2:attack,,0,*1
7450,2:attack,2:attack,,0,*1
7451,2:attack,2:attack,,0,*1
7452,2:attack,2:attack,,0,*1
7453,2:attack,2:attack,,0,*1
7454,2:attack,2:attack,,0,*1
7455,2:attack,2:attack,,0,*1
7456,2:attack,2:attack,,0,*1
7457,2:attack,2:attack,,0,*1
7458,2:attack,2:attack,,0,*1
7459,2:attack,2:attack,,0,*1
7460,2:attack,2:attack,,0,*1
7461,2:attack,2:attack,,0,*1
7462,2:attack,2:attack,,0,*1
7463,2:attack,2:attack,,0,*1
7464,2:attack,2:attack,,0,*1
7465,2:attack,2:attack,,0,*1
7466,2:attack,2:attack,,0,*1
7467,2:attack,2:attack,,0,*1
7468,2:attack,2:attack,,0,*1
7469,2:attack,2:attack,,0,*1
7470,2:attack,2:attack,,0,*1
7471,2:attack,2:attack,,0,*1
7472,2:attack,2:attack,,0,*1
7473,2:attack,2:attack,,0,*1
7474,2:attack,2:attack,,0,*1
7475,2:attack,2:attack,,0,*1
7476,2:attack,2:attack,,0,*1
7477,2:attack,2:attack,,0,*1
7478,2:attack,2:attack,,0,*1
7479,2:attack,2:attack,,0,*1
7480,2:attack,2:attack,,0,*1
7481,2:attack,2:attack,,0,*1
7482,2:attack,2:attack,,0,*1
7483,2:attack,2:attack,,0,*1
7484,2:attack,2:attack,,0,*1
7485,2:attack,2:attack,,0,*1
7486,2:attack,2:attack,,0,*1
7487,2:attack,2:attack,,0,*1
7488,2:attack,2:attack,,0,*1
7489,2:attack,1:normal.,+,*0.982,0.018
7490,2:attack,2:attack,,0.001,*0.999
7491,2:attack,2:attack,,0,*1
7492,2:attack,2:attack,,0,*1
7493,2:attack,2:attack,,0,*1
7494,2:attack,2:attack,,0,*1
7495,2:attack,2:attack,,0,*1
7496,2:attack,2:attack,,0,*1
7497,2:attack,2:attack,,0,*1
7498,2:attack,2:attack,,0,*1
7499,2:attack,2:attack,,0,*1
7500,2:attack,2:attack,,0,*1
7501,2:attack,2:attack,,0,*1
7502,2:attack,2:attack,,0,*1
7503,2:attack,2:attack,,0,*1
7504,2:attack,2:attack,,0,*1
7505,2:attack,2:attack,,0,*1
7506,2:attack,2:attack,,0,*1
7507,2:attack,2:attack,,0,*1
7508,2:attack,2:attack,,0,*1
7509,2:attack,2:attack,,0,*1
7510,2:attack,1:normal.,+,*0.982,0.018
7511,2:attack,2:attack,,0,*1
7512,2:attack,2:attack,,0,*1
7513,2:attack,2:attack,,0,*1
7514,2:attack,2:attack,,0,*1
7515,2:attack,2:attack,,0,*1
7516,2:attack,2:attack,,0,*1
7517,2:attack,2:attack,,0,*1
7518,2:attack,2:attack,,0,*1
7519,2:attack,2:attack,,0,*1
7520,2:attack,2:attack,,0,*1
7521,2:attack,2:attack,,0,*1
7522,2:attack,2:attack,,0,*1
7523,2:attack,2:attack,,0,*1
7524,2:attack,2:attack,,0,*1
7525,2:attack,2:attack,,0,*1
7526,2:attack,2:attack,,0,*1
7527,2:attack,2:attack,,0,*1
7528,2:attack,2:attack,,0,*1
7529,2:attack,2:attack,,0,*1
7530,2:attack,2:attack,,0,*1
7531,2:attack,2:attack,,0,*1
7532,2:attack,2:attack,,0,*1
7533,2:attack,2:attack,,0,*1
7534,2:attack,2:attack,,0,*1
7535,2:attack,2:attack,,0,*1
7536,2:attack,2:attack,,0,*1
7537,2:attack,2:attack,,0,*1
7538,2:attack,2:attack,,0,*1
7539,2:attack,2:attack,,0,*1
7540,2:attack,2:attack,,0,*1
7541,2:attack,2:attack,,0,*1
7542,2:attack,2:attack,,0,*1
7543,2:attack,2:attack,,0,*1
7544,2:attack,2:attack,,0,*1
7545,2:attack,2:attack,,0,*1
7546,2:attack,2:attack,,0,*1
7547,2:attack,2:attack,,0,*1
7548,2:attack,2:attack,,0,*1
7549,2:attack,2:attack,,0,*1
7550,2:attack,2:attack,,0,*1
7551,2:attack,2:attack,,0,*1
7552,2:attack,2:attack,,0,*1
7553,2:attack,2:attack,,0,*1
7554,2:attack,2:attack,,0,*1
7555,2:attack,2:attack,,0,*1
7556,2:attack,2:attack,,0,*1
7557,2:attack,2:attack,,0,*1
7558,2:attack,2:attack,,0,*1
7559,2:attack,2:attack,,0,*1
7560,2:attack,2:attack,,0,*1
7561,2:attack,2:attack,,0,*1
7562,2:attack,2:attack,,0,*1
7563,2:attack,2:attack,,0,*1
7564,2:attack,2:attack,,0,*1
7565,2:attack,2:attack,,0,*1
7566,2:attack,2:attack,,0,*1
7567,2:attack,2:attack,,0,*1
7568,2:attack,2:attack,,0,*1
7569,2:attack,2:attack,,0,*1
7570,2:attack,2:attack,,0,*1
7571,2:attack,2:attack,,0,*1
7572,2:attack,2:attack,,0,*1
7573,2:attack,2:attack,,0,*1
7574,2:attack,2:attack,,0,*1
7575,2:attack,2:attack,,0,*1
7576,2:attack,2:attack,,0,*1
7577,2:attack,2:attack,,0.203,*0.797
7578,2:attack,2:attack,,0,*1
7579,2:attack,2:attack,,0,*1
7580,2:attack,2:attack,,0,*1
7581,2:attack,2:attack,,0,*1
7582,2:attack,2:attack,,0,*1
7583,2:attack,2:attack,,0,*1
7584,2:attack,2:attack,,0,*1
7585,2:attack,2:attack,,0,*1
7586,2:attack,2:attack,,0,*1
7587,2:attack,2:attack,,0,*1
7588,2:attack,2:attack,,0,*1
7589,2:attack,2:attack,,0,*1
7590,2:attack,2:attack,,0,*1
7591,2:attack,2:attack,,0,*1
7592,2:attack,2:attack,,0,*1
7593,2:attack,2:attack,,0,*1
7594,2:attack,2:attack,,0,*1
7595,2:attack,2:attack,,0,*1
7596,2:attack,2:attack,,0,*1
7597,2:attack,2:attack,,0,*1
7598,2:attack,2:attack,,0,*1
7599,2:attack,2:attack,,0,*1
7600,2:attack,2:attack,,0,*1
7601,2:attack,2:attack,,0,*1
7602,2:attack,2:attack,,0,*1
7603,2:attack,2:attack,,0,*1
7604,2:attack,2:attack,,0,*1
7605,2:attack,2:attack,,0,*1
7606,2:attack,2:attack,,0,*1
7607,2:attack,2:attack,,0,*1
7608,2:attack,2:attack,,0,*1
7609,2:attack,2:attack,,0,*1
7610,2:attack,2:attack,,0,*1
7611,2:attack,2:attack,,0,*1
7612,2:attack,2:attack,,0,*1
7613,2:attack,2:attack,,0,*1
7614,2:attack,2:attack,,0,*1
7615,2:attack,2:attack,,0,*1
7616,2:attack,2:attack,,0,*1
7617,2:attack,2:attack,,0,*1
7618,2:attack,2:attack,,0,*1
7619,2:attack,2:attack,,0,*1
7620,2:attack,2:attack,,0,*1
7621,2:attack,2:attack,,0,*1
7622,2:attack,2:attack,,0,*1
7623,2:attack,2:attack,,0,*1
7624,2:attack,2:attack,,0,*1
7625,2:attack,2:attack,,0,*1
7626,2:attack,2:attack,,0,*1
7627,2:attack,2:attack,,0,*1
7628,2:attack,1:normal.,+,*0.982,0.018
7629,2:attack,2:attack,,0,*1
7630,2:attack,2:attack,,0,*1
7631,2:attack,2:attack,,0,*1
7632,2:attack,2:attack,,0,*1
7633,2:attack,2:attack,,0,*1
7634,2:attack,2:attack,,0,*1
7635,2:attack,2:attack,,0,*1
7636,2:attack,2:attack,,0,*1
7637,2:attack,2:attack,,0,*1
7638,2:attack,2:attack,,0,*1
7639,2:attack,2:attack,,0,*1
7640,2:attack,2:attack,,0,*1
7641,2:attack,2:attack,,0,*1
7642,2:attack,2:attack,,0,*1
7643,2:attack,2:attack,,0,*1
7644,2:attack,2:attack,,0,*1
7645,2:attack,2:attack,,0,*1
7646,2:attack,2:attack,,0,*1
7647,2:attack,2:attack,,0,*1
7648,2:attack,2:attack,,0,*1
7649,2:attack,2:attack,,0,*1
7650,2:attack,2:attack,,0,*1
7651,2:attack,2:attack,,0,*1
7652,2:attack,2:attack,,0,*1
7653,2:attack,2:attack,,0,*1
7654,2:attack,2:attack,,0,*1
7655,2:attack,2:attack,,0,*1
7656,2:attack,2:attack,,0,*1
7657,2:attack,2:attack,,0,*1
7658,2:attack,2:attack,,0,*1
7659,2:attack,2:attack,,0,*1
7660,2:attack,2:attack,,0,*1
7661,2:attack,2:attack,,0,*1
7662,2:attack,2:attack,,0,*1
7663,2:attack,2:attack,,0,*1
7664,2:attack,2:attack,,0.093,*0.907
7665,2:attack,2:attack,,0,*1
7666,2:attack,2:attack,,0,*1
7667,2:attack,2:attack,,0,*1
7668,2:attack,2:attack,,0,*1
7669,2:attack,2:attack,,0,*1
7670,2:attack,2:attack,,0,*1
7671,2:attack,2:attack,,0,*1
7672,2:attack,2:attack,,0,*1
7673,2:attack,2:attack,,0,*1
7674,2:attack,2:attack,,0,*1
7675,2:attack,2:attack,,0,*1
7676,2:attack,2:attack,,0,*1
7677,2:attack,2:attack,,0,*1
7678,2:attack,2:attack,,0,*1
7679,2:attack,2:attack,,0,*1
7680,2:attack,2:attack,,0,*1
7681,2:attack,2:attack,,0,*1
7682,2:attack,2:attack,,0,*1
7683,2:attack,2:attack,,0,*1
7684,2:attack,2:attack,,0,*1
7685,2:attack,2:attack,,0,*1
7686,2:attack,2:attack,,0,*1
7687,2:attack,2:attack,,0,*1
7688,2:attack,2:attack,,0,*1
7689,2:attack,2:attack,,0,*1
7690,2:attack,2:attack,,0,*1
7691,2:attack,2:attack,,0,*1
7692,2:attack,2:attack,,0,*1
7693,2:attack,2:attack,,0,*1
7694,2:attack,2:attack,,0,*1
7695,2:attack,2:attack,,0,*1
7696,2:attack,2:attack,,0,*1
7697,2:attack,2:attack,,0,*1
7698,2:attack,2:attack,,0,*1
7699,2:attack,2:attack,,0,*1
7700,2:attack,2:attack,,0,*1
7701,2:attack,2:attack,,0,*1
7702,2:attack,2:attack,,0,*1
7703,2:attack,2:attack,,0,*1
7704,2:attack,2:attack,,0,*1
7705,2:attack,2:attack,,0,*1
7706,2:attack,2:attack,,0,*1
7707,2:attack,2:attack,,0,*1
7708,2:attack,2:attack,,0,*1
7709,2:attack,2:attack,,0,*1
7710,2:attack,2:attack,,0,*1
7711,2:attack,2:attack,,0,*1
7712,2:attack,2:attack,,0,*1
7713,2:attack,2:attack,,0,*1
7714,2:attack,2:attack,,0,*1
7715,2:attack,2:attack,,0,*1
7716,2:attack,2:attack,,0,*1
7717,2:attack,2:attack,,0,*1
7718,2:attack,2:attack,,0,*1
7719,2:attack,2:attack,,0,*1
7720,2:attack,2:attack,,0,*1
7721,2:attack,2:attack,,0,*1
7722,2:attack,2:attack,,0,*1
7723,2:attack,2:attack,,0,*1
7724,2:attack,2:attack,,0,*1
7725,2:attack,2:attack,,0,*1
7726,2:attack,2:attack,,0,*1
7727,2:attack,2:attack,,0,*1
7728,2:attack,2:attack,,0,*1
7729,2:attack,2:attack,,0,*1
7730,2:attack,2:attack,,0,*1
7731,2:attack,2:attack,,0,*1
7732,2:attack,2:attack,,0,*1
7733,2:attack,2:attack,,0,*1
7734,2:attack,2:attack,,0,*1
7735,2:attack,2:attack,,0,*1
7736,2:attack,2:attack,,0,*1
7737,2:attack,2:attack,,0,*1
7738,2:attack,2:attack,,0,*1
7739,2:attack,2:attack,,0,*1
7740,2:attack,2:attack,,0,*1
7741,2:attack,2:attack,,0,*1
7742,2:attack,2:attack,,0,*1
7743,2:attack,2:attack,,0,*1
7744,2:attack,2:attack,,0,*1
7745,2:attack,2:attack,,0,*1
7746,2:attack,2:attack,,0,*1
7747,2:attack,2:attack,,0,*1
7748,2:attack,2:attack,,0,*1
7749,2:attack,2:attack,,0,*1
7750,2:attack,2:attack,,0,*1
7751,2:attack,2:attack,,0,*1
7752,2:attack,2:attack,,0,*1
7753,2:attack,2:attack,,0,*1
7754,2:attack,2:attack,,0,*1
7755,2:attack,2:attack,,0,*1
7756,2:attack,2:attack,,0,*1
7757,2:attack,2:attack,,0,*1
7758,2:attack,2:attack,,0,*1
7759,2:attack,2:attack,,0,*1
7760,2:attack,2:attack,,0,*1
7761,2:attack,2:attack,,0,*1
7762,2:attack,2:attack,,0,*1
7763,2:attack,2:attack,,0,*1
7764,2:attack,2:attack,,0,*1
7765,2:attack,2:attack,,0,*1
7766,2:attack,2:attack,,0,*1
7767,2:attack,2:attack,,0,*1
7768,2:attack,2:attack,,0,*1
7769,2:attack,2:attack,,0,*1
7770,2:attack,2:attack,,0,*1
7771,2:attack,2:attack,,0,*1
7772,2:attack,2:attack,,0,*1
7773,2:attack,2:attack,,0,*1
7774,2:attack,2:attack,,0,*1
7775,2:attack,2:attack,,0,*1
7776,2:attack,2:attack,,0,*1
7777,2:attack,2:attack,,0,*1
7778,2:attack,2:attack,,0,*1
7779,2:attack,2:attack,,0,*1
7780,2:attack,2:attack,,0,*1
7781,2:attack,2:attack,,0,*1
7782,2:attack,2:attack,,0,*1
7783,2:attack,2:attack,,0,*1
7784,2:attack,2:attack,,0,*1
7785,2:attack,2:attack,,0,*1
7786,2:attack,2:attack,,0,*1
7787,2:attack,2:attack,,0,*1
7788,2:attack,2:attack,,0,*1
7789,2:attack,2:attack,,0,*1
7790,2:attack,2:attack,,0,*1
7791,2:attack,2:attack,,0,*1
7792,2:attack,2:attack,,0,*1
7793,2:attack,2:attack,,0,*1
7794,2:attack,2:attack,,0,*1
7795,2:attack,2:attack,,0,*1
7796,2:attack,2:attack,,0,*1
7797,2:attack,2:attack,,0,*1
7798,2:attack,2:attack,,0,*1
7799,2:attack,2:attack,,0,*1
7800,2:attack,2:attack,,0,*1
7801,2:attack,2:attack,,0,*1
7802,2:attack,2:attack,,0,*1
7803,2:attack,2:attack,,0,*1
7804,2:attack,2:attack,,0,*1
7805,2:attack,2:attack,,0,*1
7806,2:attack,2:attack,,0,*1
7807,2:attack,2:attack,,0,*1
7808,2:attack,2:attack,,0,*1
7809,2:attack,2:attack,,0,*1
7810,2:attack,2:attack,,0,*1
7811,2:attack,2:attack,,0,*1
7812,2:attack,2:attack,,0,*1
7813,2:attack,2:attack,,0,*1
7814,2:attack,2:attack,,0.167,*0.833
7815,2:attack,2:attack,,0,*1
7816,2:attack,2:attack,,0,*1
7817,2:attack,2:attack,,0,*1
7818,2:attack,2:attack,,0,*1
7819,2:attack,2:attack,,0,*1
7820,2:attack,2:attack,,0,*1
7821,2:attack,2:attack,,0,*1
7822,2:attack,2:attack,,0,*1
7823,2:attack,2:attack,,0,*1
7824,2:attack,2:attack,,0,*1
7825,2:attack,2:attack,,0,*1
7826,2:attack,2:attack,,0,*1
7827,2:attack,2:attack,,0,*1
7828,2:attack,2:attack,,0,*1
7829,2:attack,2:attack,,0,*1
7830,2:attack,2:attack,,0,*1
7831,2:attack,2:attack,,0,*1
7832,2:attack,2:attack,,0,*1
7833,2:attack,2:attack,,0,*1
7834,2:attack,2:attack,,0,*1
7835,2:attack,2:attack,,0,*1
7836,2:attack,2:attack,,0,*1
7837,2:attack,2:attack,,0,*1
7838,2:attack,2:attack,,0,*1
7839,2:attack,2:attack,,0,*1
7840,2:attack,2:attack,,0,*1
7841,2:attack,2:attack,,0,*1
7842,2:attack,2:attack,,0,*1
7843,2:attack,2:attack,,0,*1
7844,2:attack,2:attack,,0,*1
7845,2:attack,2:attack,,0,*1
7846,2:attack,2:attack,,0,*1
7847,2:attack,2:attack,,0,*1
7848,2:attack,2:attack,,0,*1
7849,2:attack,2:attack,,0,*1
7850,2:attack,2:attack,,0,*1
7851,2:attack,2:attack,,0,*1
7852,2:attack,2:attack,,0,*1
7853,2:attack,2:attack,,0,*1
7854,2:attack,2:attack,,0,*1
7855,2:attack,2:attack,,0.474,*0.526
7856,2:attack,2:attack,,0,*1
7857,2:attack,2:attack,,0,*1
1,1:normal.,1:normal.,,*1,0
2,1:normal.,1:normal.,,*0.999,0.001
3,1:normal.,1:normal.,,*0.999,0.001
4,1:normal.,1:normal.,,*1,0
5,1:normal.,1:normal.,,*1,0
6,1:normal.,1:normal.,,*1,0
7,1:normal.,1:normal.,,*1,0
8,1:normal.,1:normal.,,*0.999,0.001
9,1:normal.,1:normal.,,*0.999,0.001
10,1:normal.,1:normal.,,*1,0
11,1:normal.,1:normal.,,*1,0
12,1:normal.,1:normal.,,*1,0
13,1:normal.,1:normal.,,*1,0
14,1:normal.,1:normal.,,*1,0
15,1:normal.,1:normal.,,*1,0
16,1:normal.,1:normal.,,*1,0
17,1:normal.,1:normal.,,*1,0
18,1:normal.,1:normal.,,*1,0
19,1:normal.,1:normal.,,*0.999,0.001
20,1:normal.,1:normal.,,*1,0
21,1:normal.,1:normal.,,*1,0
22,1:normal.,1:normal.,,*1,0
23,1:normal.,1:normal.,,*1,0
24,1:normal.,1:normal.,,*1,0
25,1:normal.,1:normal.,,*1,0
26,1:normal.,1:normal.,,*0.999,0.001
27,1:normal.,1:normal.,,*1,0
28,1:normal.,1:normal.,,*1,0
29,1:normal.,1:normal.,,*1,0
30,1:normal.,1:normal.,,*1,0
31,1:normal.,1:normal.,,*0.999,0.001
32,1:normal.,1:normal.,,*1,0
33,1:normal.,1:normal.,,*1,0
34,1:normal.,1:normal.,,*1,0
35,1:normal.,1:normal.,,*1,0
36,1:normal.,1:normal.,,*0.999,0.001
37,1:normal.,1:normal.,,*1,0
38,1:normal.,1:normal.,,*1,0
39,1:normal.,1:normal.,,*1,0
40,1:normal.,1:normal.,,*1,0
41,1:normal.,1:normal.,,*1,0
42,1:normal.,1:normal.,,*0.999,0.001
43,1:normal.,1:normal.,,*1,0
44,1:normal.,1:normal.,,*1,0
45,1:normal.,1:normal.,,*1,0
46,1:normal.,1:normal.,,*1,0
47,1:normal.,1:normal.,,*0.997,0.003
48,1:normal.,1:normal.,,*1,0
49,1:normal.,1:normal.,,*1,0
50,1:normal.,1:normal.,,*1,0
51,1:normal.,1:normal.,,*1,0
52,1:normal.,1:normal.,,*1,0
53,1:normal.,1:normal.,,*1,0
54,1:normal.,1:normal.,,*1,0
55,1:normal.,1:normal.,,*1,0
56,1:normal.,1:normal.,,*1,0
57,1:normal.,1:normal.,,*1,0
58,1:normal.,1:normal.,,*1,0
59,1:normal.,1:normal.,,*1,0
60,1:normal.,1:normal.,,*1,0
61,1:normal.,1:normal.,,*1,0
62,1:normal.,1:normal.,,*1,0
63,1:normal.,1:normal.,,*1,0
64,1:normal.,1:normal.,,*1,0
65,1:normal.,1:normal.,,*1,0
66,1:normal.,1:normal.,,*1,0
67,1:normal.,1:normal.,,*0.999,0.001
68,1:normal.,1:normal.,,*1,0
69,1:normal.,1:normal.,,*1,0
70,1:normal.,1:normal.,,*1,0
71,1:normal.,1:normal.,,*1,0
72,1:normal.,1:normal.,,*1,0
73,1:normal.,1:normal.,,*1,0
74,1:normal.,1:normal.,,*1,0
75,1:normal.,1:normal.,,*1,0
76,1:normal.,1:normal.,,*1,0
77,1:normal.,1:normal.,,*1,0
78,1:normal.,1:normal.,,*1,0
79,1:normal.,1:normal.,,*1,0
80,1:normal.,1:normal.,,*0.999,0.001
81,1:normal.,1:normal.,,*1,0
82,1:normal.,1:normal.,,*1,0
83,1:normal.,1:normal.,,*1,0
84,1:normal.,1:normal.,,*0.999,0.001
85,1:normal.,1:normal.,,*1,0
86,1:normal.,1:normal.,,*1,0
87,1:normal.,1:normal.,,*1,0
88,1:normal.,1:normal.,,*1,0
89,1:normal.,1:normal.,,*1,0
90,1:normal.,1:normal.,,*1,0
91,1:normal.,1:normal.,,*1,0
92,1:normal.,1:normal.,,*0.998,0.002
93,1:normal.,1:normal.,,*1,0
94,1:normal.,1:normal.,,*1,0
95,1:normal.,1:normal.,,*0.999,0.001
96,1:normal.,1:normal.,,*0.996,0.004
97,1:normal.,1:normal.,,*1,0
98,1:normal.,1:normal.,,*1,0
99,1:normal.,1:normal.,,*0.999,0.001
100,1:normal.,1:normal.,,*1,0
101,1:normal.,1:normal.,,*1,0
102,1:normal.,1:normal.,,*1,0
103,1:normal.,1:normal.,,*1,0
104,1:normal.,1:normal.,,*1,0
105,1:normal.,1:normal.,,*1,0
106,1:normal.,1:normal.,,*1,0
107,1:normal.,1:normal.,,*1,0
108,1:normal.,1:normal.,,*1,0
109,1:normal.,1:normal.,,*0.999,0.001
110,1:normal.,1:normal.,,*1,0
111,1:normal.,1:normal.,,*1,0
112,1:normal.,1:normal.,,*1,0
113,1:normal.,1:normal.,,*1,0
114,1:normal.,1:normal.,,*1,0
115,1:normal.,1:normal.,,*1,0
116,1:normal.,1:normal.,,*1,0
117,1:normal.,1:normal.,,*1,0
118,1:normal.,1:normal.,,*1,0
119,1:normal.,1:normal.,,*1,0
120,1:normal.,1:normal.,,*1,0
121,1:normal.,1:normal.,,*1,0
122,1:normal.,1:normal.,,*1,0
123,1:normal.,1:normal.,,*1,0
124,1:normal.,1:normal.,,*1,0
125,1:normal.,1:normal.,,*1,0
126,1:normal.,1:normal.,,*1,0
127,1:normal.,1:normal.,,*1,0
128,1:normal.,1:normal.,,*0.999,0.001
129,1:normal.,1:normal.,,*1,0
130,1:normal.,1:normal.,,*1,0
131,1:normal.,1:normal.,,*1,0
132,1:normal.,1:normal.,,*1,0
133,1:normal.,1:normal.,,*0.999,0.001
134,1:normal.,1:normal.,,*1,0
135,1:normal.,1:normal.,,*1,0
136,1:normal.,1:normal.,,*0.999,0.001
137,1:normal.,1:normal.,,*1,0
138,1:normal.,1:normal.,,*1,0
139,1:normal.,1:normal.,,*0.999,0.001
140,1:normal.,1:normal.,,*0.999,0.001
141,1:normal.,1:normal.,,*1,0
142,1:normal.,1:normal.,,*1,0
143,1:normal.,1:normal.,,*1,0
144,1:normal.,1:normal.,,*1,0
145,1:normal.,1:normal.,,*1,0
146,1:normal.,1:normal.,,*1,0
147,1:normal.,1:normal.,,*1,0
148,1:normal.,1:normal.,,*1,0
149,1:normal.,1:normal.,,*1,0
150,1:normal.,1:normal.,,*1,0
151,1:normal.,1:normal.,,*1,0
152,1:normal.,1:normal.,,*1,0
153,1:normal.,1:normal.,,*1,0
154,1:normal.,1:normal.,,*0.999,0.001
155,1:normal.,1:normal.,,*1,0
156,1:normal.,1:normal.,,*1,0
157,1:normal.,1:normal.,,*1,0
158,1:normal.,1:normal.,,*1,0
159,1:normal.,1:normal.,,*1,0
160,1:normal.,1:normal.,,*0.999,0.001
161,1:normal.,1:normal.,,*1,0
162,1:normal.,1:normal.,,*1,0
163,1:normal.,1:normal.,,*1,0
164,1:normal.,1:normal.,,*1,0
165,1:normal.,1:normal.,,*1,0
166,1:normal.,1:normal.,,*0.999,0.001
167,1:normal.,1:normal.,,*1,0
168,1:normal.,1:normal.,,*1,0
169,1:normal.,1:normal.,,*0.99,0.01
170,1:normal.,1:normal.,,*1,0
171,1:normal.,1:normal.,,*0.999,0.001
172,1:normal.,1:normal.,,*1,0
173,1:normal.,1:normal.,,*1,0
174,1:normal.,1:normal.,,*1,0
175,1:normal.,1:normal.,,*1,0
176,1:normal.,1:normal.,,*1,0
177,1:normal.,1:normal.,,*1,0
178,1:normal.,1:normal.,,*0.999,0.001
179,1:normal.,1:normal.,,*1,0
180,1:normal.,1:normal.,,*1,0
181,1:normal.,1:normal.,,*1,0
182,1:normal.,1:normal.,,*1,0
183,1:normal.,1:normal.,,*1,0
184,1:normal.,1:normal.,,*0.999,0.001
185,1:normal.,1:normal.,,*1,0
186,1:normal.,1:normal.,,*0.999,0.001
187,1:normal.,1:normal.,,*0.999,0.001
188,1:normal.,1:normal.,,*1,0
189,1:normal.,1:normal.,,*1,0
190,1:normal.,1:normal.,,*1,0
191,1:normal.,1:normal.,,*1,0
192,1:normal.,1:normal.,,*1,0
193,1:normal.,1:normal.,,*1,0
194,1:normal.,1:normal.,,*1,0
195,1:normal.,1:normal.,,*1,0
196,1:normal.,1:normal.,,*1,0
197,1:normal.,1:normal.,,*1,0
198,1:normal.,1:normal.,,*1,0
199,1:normal.,1:normal.,,*1,0
200,1:normal.,1:normal.,,*0.999,0.001
201,1:normal.,1:normal.,,*1,0
202,1:normal.,1:normal.,,*1,0
203,1:normal.,1:normal.,,*1,0
204,1:normal.,1:normal.,,*0.999,0.001
205,1:normal.,1:normal.,,*1,0
206,1:normal.,1:normal.,,*1,0
207,1:normal.,1:normal.,,*1,0
208,1:normal.,1:normal.,,*1,0
209,1:normal.,1:normal.,,*1,0
210,1:normal.,1:normal.,,*1,0
211,1:normal.,1:normal.,,*1,0
212,1:normal.,1:normal.,,*1,0
213,1:normal.,1:normal.,,*1,0
214,1:normal.,1:normal.,,*1,0
215,1:normal.,1:normal.,,*0.999,0.001
216,1:normal.,1:normal.,,*1,0
217,1:normal.,1:normal.,,*1,0
218,1:normal.,1:normal.,,*1,0
219,1:normal.,1:normal.,,*1,0
220,1:normal.,1:normal.,,*1,0
221,1:normal.,1:normal.,,*1,0
222,1:normal.,1:normal.,,*1,0
223,1:normal.,1:normal.,,*1,0
